provincia_nombre,provincia_id,institucion_nombre,variable_nombre,variable_periodo,variable_tipo_proceso,variable_duracion_dias,variable_cantidad
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,402,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,403,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,404,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,406,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,407,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,408,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,409,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,413,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,414,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,415,4
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,416,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,420,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,421,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,422,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,423,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,425,4
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,426,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,427,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,428,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,429,4
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,430,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,431,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,432,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,433,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,434,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,435,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,436,5
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,438,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,439,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,440,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,441,4
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,442,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,443,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,444,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,445,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,447,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,448,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,449,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,450,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,451,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,453,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,454,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,455,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,456,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,458,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,459,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,461,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,462,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,463,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,464,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,466,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,469,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,471,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,473,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,475,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,476,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,478,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,479,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,480,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,481,4
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,482,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,483,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,484,5
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,485,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,486,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,487,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,490,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,491,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,492,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,493,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,495,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,496,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,497,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,498,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,499,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,500,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,502,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,505,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,506,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,507,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,509,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,510,5
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,511,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,512,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,514,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,515,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,516,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,519,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,521,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,522,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,526,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,527,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,528,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,530,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,533,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,536,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,537,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,538,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,540,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,541,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,546,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,548,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,549,4
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,553,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,554,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,556,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,557,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,560,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,562,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,563,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,564,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,567,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,568,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,569,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,570,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,572,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,573,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,574,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,575,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,576,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,578,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,579,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,581,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,582,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,583,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,585,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,586,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,587,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,589,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,590,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,593,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,597,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,598,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,599,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,600,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,602,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,604,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,606,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,608,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,610,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,616,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,617,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,618,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,619,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,622,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,623,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,624,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,626,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,628,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,629,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,631,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,632,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,647,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,651,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,653,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,654,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,655,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,656,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,658,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,660,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,661,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,665,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,666,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,667,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,669,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,678,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,680,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,682,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,683,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,685,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,687,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,693,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,695,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,696,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,698,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,699,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,701,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,705,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,708,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,711,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,712,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,713,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,714,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,716,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,719,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,722,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,723,3
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,732,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,736,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,737,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,738,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,741,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,743,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,744,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,750,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,752,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,756,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,758,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,761,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,768,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,770,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,775,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,778,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,779,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,785,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,790,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,792,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,795,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,800,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,805,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,809,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,818,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,822,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,826,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,829,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,831,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,839,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,842,2
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,848,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,854,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,862,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,867,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,868,1
Chubut,26,Ministerio Público Fiscal,Fecha inicio - Audiencia de imputación o declaración del imputado,2013 - 2017,Todos,869,1
